avg_precision,c1_avg_precision,c2_avg_precision,avg_entropy,c1_avg_entropy,c2_avg_entropy,avg_dist,c1_avg_dist,c2_avg_dist,avg_stance,Baseline,Param_setting
0.3867437200413196,,,0.9757258965964094,,,"[0.5515000000000001, 0.44849999999999995]","[nan, nan]","[nan, nan]",,2,NA
0.6547124658799034,,,0.9611875126458135,,,"[0.3926999999999999, 0.6073000000000001]","[nan, nan]","[nan, nan]",,3,NA
0.522478143255782,0.5819630963781636,0.3938669671821065,1.0,1.0,1.0,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",,6,NA
0.38107302142673566,,,0.9714782585453403,,,,"[nan, nan]","[nan, nan]","[0.5823000000000002, 0.4176999999999999]",4,0.0001
0.3549443316141831,,,0.9699805153278183,,,,"[nan, nan]","[nan, nan]","[0.5829, 0.4171]",4,0.001
0.29829362573316304,,,0.9295381048585082,,,,"[nan, nan]","[nan, nan]","[0.6420999999999999, 0.3579]",4,0.01
0.2317463297204628,,,0.8494785311424663,,,,"[nan, nan]","[nan, nan]","[0.7141, 0.2859]",4,0.1
0.2838546156531715,,,0.9079702300631819,,,,"[nan, nan]","[nan, nan]","[0.6666999999999998, 0.3333]",4,0.0
0.21038789556207035,,,0.8105294950856193,,,,"[nan, nan]","[nan, nan]","[0.7414000000000001, 0.25860000000000005]",4,1.0
0.23887085036659475,,,0.8316412832511817,,,,"[nan, nan]","[nan, nan]","[0.725, 0.275]",4,10.0
0.24697465641009195,,,0.8445033993251013,,,,"[nan, nan]","[nan, nan]","[0.7162, 0.2838]",4,20.0
0.2538748013835972,,,0.8539575278945815,,,,"[nan, nan]","[nan, nan]","[0.7086, 0.2914]",4,50.0
0.2563822918452191,,,0.8577190773294323,,,,"[nan, nan]","[nan, nan]","[0.7058000000000001, 0.29419999999999996]",4,100.0
0.3220799077973829,,,0.954933695909373,,,,"[nan, nan]","[nan, nan]","[0.6153500000000001, 0.38464999999999994]",5,0.001
0.4039740874247041,,,0.9939807539871317,,,,"[nan, nan]","[nan, nan]","[0.5197, 0.48029999999999995]",5,0.01
0.41785826558009764,,,0.9911580660403129,,,,"[nan, nan]","[nan, nan]","[0.5126999999999999, 0.4873000000000001]",5,0.1
0.44683997457612024,,,0.9935448769324191,,,,"[nan, nan]","[nan, nan]","[0.4885000000000001, 0.5115]",5,1.0
0.48982554217789626,,,0.9910243409712615,,,,"[nan, nan]","[nan, nan]","[0.46940000000000004, 0.5306]",5,10
0.4890669712446889,,,0.9923729417752937,,,,"[nan, nan]","[nan, nan]","[0.4706000000000001, 0.5293999999999999]",5,15
0.5040918906432195,,,0.9897635290626576,,,,"[nan, nan]","[nan, nan]","[0.46240000000000003, 0.5376]",5,20
0.5104842155229494,,,0.9903120994537034,,,,"[nan, nan]","[nan, nan]","[0.4607, 0.5393000000000001]",5,50
0.5193740888317577,,,0.9892640965106494,,,,"[nan, nan]","[nan, nan]","[0.45740000000000003, 0.5426000000000001]",5,100
0.5220745467989584,,,0.9929515486270983,,,,"[nan, nan]","[nan, nan]","[0.4679, 0.5321]",5,500
0.5182015086327295,0.5953765180681313,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,0.001
0.5230863226128658,0.5704242765944195,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,0.01
0.5186550539072765,0.5583105278412114,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,0.1
0.5109883512976943,0.5423008527572708,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,1.0
0.5087984045831372,0.5284842042400761,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,10
0.5132010878475427,0.5292948148220511,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,15
0.5107292265954546,0.5271016847566191,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,20
0.50767122889218,0.519917760390886,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,50
0.5023745526864546,0.5144540020801703,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,100
0.498204587681582,0.5026813810606433,,1.0,1.0,1.0,,"[0.5, 0.5]","[0.5, 0.5]","[0.5, 0.5]",7,500
